id,name,type,latitude,longitude,capacity,operating_hours,features
f2000000-0000-0000-0000-000000000010,남서부 화물차 전용주차장,parking,36.1161,128.3434,80,"{""24_7"":true}","{""truck_only"":true,""has_ev_charger"":false,""indoor"":false}"
f3000000-0000-0000-0000-000000000001,본관 1층 컨퍼런스룸 101,meeting_room,36.1203,128.3481,30,"{""weekday"":""09:00-18:00"",""weekend"":""closed""}","{""has_beam_projector"":true,""has_video_conf"":true}"
f3000000-0000-0000-0000-000000000002,혁신센터 스마트회의실 B,meeting_room,36.1221,128.3511,12,"{""weekday"":""08:00-20:00"",""weekend"":""09:00-18:00""}","{""has_beam_projector"":true,""whiteboard"":true}"
f3000000-0000-0000-0000-000000000003,지원동 소회의실 203,meeting_room,36.1188,128.3458,8,"{""weekday"":""09:00-18:00"",""weekend"":""closed""}","{""whiteboard"":true}"
f3000000-0000-0000-0000-000000000004,테크노타워 다목적홀 C,meeting_room,36.1238,128.3494,60,"{""weekday"":""09:00-22:00"",""weekend"":""09:00-18:00""}","{""has_beam_projector"":true,""has_audio_system"":true}"
f3000000-0000-0000-0000-000000000005,본관 2층 세미나실 A,meeting_room,36.1205,128.3484,45,"{""weekday"":""09:00-18:00"",""weekend"":""closed""}","{""has_beam_projector"":true,""has_video_conf"":true,""has_audio_system"":true}"
f3000000-0000-0000-0000-000000000006,동부 스타트업 허브 미팅룸,meeting_room,36.1233,128.3521,6,"{""weekday"":""08:00-22:00"",""weekend"":""10:00-17:00""}","{""whiteboard"":true,""standing_desk"":true}"
f3000000-0000-0000-0000-000000000007,북부 교육센터 강의실 301,meeting_room,36.1263,128.3481,80,"{""weekday"":""09:00-21:00"",""weekend"":""closed""}","{""has_beam_projector"":true,""has_audio_system"":true,""tiered_seating"":true}"
f3000000-0000-0000-0000-000000000008,산학협력관 공동연구실,meeting_room,36.1251,128.3504,20,"{""weekday"":""09:00-18:00"",""weekend"":""closed""}","{""has_video_conf"":true,""lab_equipment"":true}"
f3000000-0000-0000-0000-000000000009,서부 지원센터 상담실 102,meeting_room,36.1178,128.3444,4,"{""weekday"":""09:00-17:00"",""weekend"":""closed""}","{""soundproof"":true}"
f3000000-0000-0000-0000-000000000010,중앙관리동 VIP 회의실,meeting_room,36.1213,128.3471,16,"{""weekday"":""09:00-18:00"",""weekend"":""closed""}","{""has_beam_projector"":true,""has_video_conf"":true,""premium_interior"":true}"
f4000000-0000-0000-0000-000000000001,북부 종합 휴게라운지 D-1,rest_area,36.1263,128.3501,10,"{""24_7"":true}","{""massageChairs"": {""total"": 3, ""inUse"": 1}, ""sleepCapsules"": {""total"": 2, ""inUse"": 1}, ""playstation"": {""total"": 1, ""inUse"": 0}}"
f4000000-0000-0000-0000-000000000002,남부 컨테이너 휴게라운지 E-2,rest_area,36.1163,128.3466,6,"{""24_7"":true}","{""massageChairs"": {""total"": 3, ""inUse"": 1}, ""sleepCapsules"": {""total"": 2, ""inUse"": 1}, ""playstation"": {""total"": 1, ""inUse"": 0}}"
f4000000-0000-0000-0000-000000000003,동부 휴게라운지 F-1,rest_area,36.1228,128.3526,8,"{""weekday"":""06:00-22:00"",""weekend"":""08:00-18:00""}","{""massageChairs"": {""total"": 3, ""inUse"": 1}, ""sleepCapsules"": {""total"": 2, ""inUse"": 1}, ""playstation"": {""total"": 1, ""inUse"": 0}}"
f4000000-0000-0000-0000-000000000004,서부 휴게라운지,rest_area,36.1171,128.3431,4,"{""24_7"":true}","{""massageChairs"": {""total"": 3, ""inUse"": 1}, ""sleepCapsules"": {""total"": 2, ""inUse"": 1}, ""playstation"": {""total"": 1, ""inUse"": 0}}"
f4000000-0000-0000-0000-000000000005,중앙 택배휴게라운지,rest_area,36.1211,128.3456,12,"{""weekday"":""07:00-20:00"",""weekend"":""09:00-15:00""}","{""massageChairs"": {""total"": 3, ""inUse"": 1}, ""sleepCapsules"": {""total"": 2, ""inUse"": 1}, ""playstation"": {""total"": 1, ""inUse"": 0}}"
f4000000-0000-0000-0000-000000000006,북서부 휴게라운지 G,rest_area,36.1258,128.3436,5,"{""24_7"":true}","{""massageChairs"": {""total"": 3, ""inUse"": 1}, ""sleepCapsules"": {""total"": 2, ""inUse"": 1}, ""playstation"": {""total"": 1, ""inUse"": 0}}"
f4000000-0000-0000-0000-000000000007,산단 입구 반입휴게라운지,rest_area,36.1153,128.3481,3,"{""weekday"":""08:00-18:00"",""weekend"":""closed""}","{""massageChairs"": {""total"": 3, ""inUse"": 1}, ""sleepCapsules"": {""total"": 2, ""inUse"": 1}, ""playstation"": {""total"": 1, ""inUse"": 0}}"
f4000000-0000-0000-0000-000000000008,동부 휴게라운지,rest_area,36.1241,128.3528,7,"{""24_7"":true}","{""massageChairs"": {""total"": 3, ""inUse"": 1}, ""sleepCapsules"": {""total"": 2, ""inUse"": 1}, ""playstation"": {""total"": 1, ""inUse"": 0}}"
f4000000-0000-0000-0000-000000000009,남부 휴게라운지,rest_area,36.1158,128.3454,9,"{""weekday"":""06:00-23:00"",""weekend"":""08:00-20:00""}","{""massageChairs"": {""total"": 3, ""inUse"": 1}, ""sleepCapsules"": {""total"": 2, ""inUse"": 1}, ""playstation"": {""total"": 1, ""inUse"": 0}}"
f4000000-0000-0000-0000-000000000010,혁신센터 휴게라운지,rest_area,36.1223,128.3446,2,"{""weekday"":""09:00-17:00"",""weekend"":""closed""}","{""massageChairs"": {""total"": 3, ""inUse"": 1}, ""sleepCapsules"": {""total"": 2, ""inUse"": 1}, ""playstation"": {""total"": 1, ""inUse"": 0}}"
